id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14120537,Castle View Central Apartment 17 by Lisbonne Collection,34827624,Lisbonne,Lisboa,Santa Maria Maior,38.71746,-9.13427,Entire home/apt,67,1,37,01/01/2020,0.67,42,0
14120678,Stylish 2 bed flat in Lisbon . New!,12400145,Gonçalo,Lisboa,Misericrdia,38.71017,-9.14462,Entire home/apt,50,2,164,30/10/2020,2.99,5,176
14120762,PATEO da ANITA  -  LAGO,72013320,Anita,Mafra,Santo Isidoro,39.00618,-9.41797,Private room,50,1,0,,,4,365
14120928,"Great apartment, great location, great experience!",85123585,Duarte,Lisboa,Penha de Frana,38.73481,-9.12698,Entire home/apt,47,5,9,08/11/2019,0.16,1,363
14123059,Casotas 4,81397050,Maria,Lisboa,So Domingos de Benfica,38.74814,-9.16788,Entire home/apt,55,1,73,14/10/2020,1.33,2,320
14123348,Casa da Mó *8*,29705323,Amelie & Marinho,Lisboa,Santa Maria Maior,38.71427,-9.13607,Entire home/apt,35,3,203,14/03/2020,3.65,9,45
14126551,Lisbon Duplex Design near Belém,85190334,Lisbon Duplex Design,Lisboa,Ajuda,38.70511,-9.2002,Entire home/apt,52,2,150,03/01/2021,2.73,1,178
14130618,CAP_LxViews | Centrality and Quietness,76445542,Daniel,Lisboa,Arroios,38.72183,-9.13675,Entire home/apt,45,4,181,22/10/2020,3.27,4,175
14131243,Lisboa Arte Guesthouse  double room,84472028,Lisboa,Lisboa,So Vicente,38.71474,-9.12143,Private room,35,3,8,27/08/2019,0.15,4,0
14131592,Balcony room in nice large apartment,44064154,Luis,Lisboa,Santo Antnio,38.72481,-9.14435,Private room,25,3,53,14/03/2020,0.96,1,88
14138093,Rooms with a View,85324673,Herberto,Lisboa,Misericrdia,38.71502,-9.15174,Entire home/apt,60,2,170,25/08/2020,3.14,1,172
14139268,Alfama  Stunning River/City Views-AC-2Bedrs+2Baths,13750296,Ana,Lisboa,Santa Maria Maior,38.71272,-9.12913,Entire home/apt,123,3,157,04/08/2020,2.99,17,349
14140780,Elegant Flat Garage next to central Metro Station,15826725,Anabela & Hugo,Lisboa,Areeiro,38.74225,-9.12471,Entire home/apt,49,1,189,28/02/2020,3.42,19,89
14141274,"""YOUR HOME""  in Lisbon",76506644,Zoey,Lisboa,Arroios,38.7346,-9.13219,Private room,18,30,4,15/09/2016,0.07,2,0
14146002,Perfect/cozy penthouse 5 min walk from Mq. Pombal,61068019,Thomaz,Lisboa,Arroios,38.72924,-9.14324,Private room,40,2,71,19/09/2019,1.28,1,364
14150349,Cleaning rules for A house near the sea - II,85487624,Eduarda,Cascais,Cascais e Estoril,38.70063,-9.37795,Entire home/apt,36,3,59,10/01/2021,1.08,2,267
14152508,Live traditionally in Lisbon,8177737,Maria,Lisboa,Alcntara,38.70608,-9.18377,Entire home/apt,45,5,76,23/08/2020,1.4,4,290
14158238,Casotas 6,81397050,Maria,Lisboa,So Domingos de Benfica,38.74814,-9.16788,Entire home/apt,33,1,171,16/01/2021,3.11,2,320
14160873,Coastal studio BnB - Ericeira,9529715,Hannes,Mafra,Santo Isidoro,38.99722,-9.41353,Entire home/apt,55,2,8,25/09/2020,0.16,1,0
14166774,Lisboa center - 28 train line,6293975,Mónica,Lisboa,Arroios,38.72232,-9.13434,Entire home/apt,24,2,217,07/02/2021,3.91,2,312
14172041,COZY ROOM PRIVATE w/ breakfast,53607985,ZUZABED (Luis Zuzarte),Lisboa,Santa Maria Maior,38.71318,-9.14142,Shared room,50,2,5,14/10/2018,0.09,24,365
14172894,House of Zen Bamboo Room near beach,73798528,Silvie,Cascais,Cascais e Estoril,38.70489,-9.39051,Private room,67,3,0,,,5,179
14175013,Campo Santana,85827250,Filipe,Lisboa,Arroios,38.72489,-9.14028,Entire home/apt,30,3,136,28/10/2020,2.55,2,246
14175484,House of Zen perto da praia - Shatavari Room,73798528,Silvie,Cascais,Cascais e Estoril,38.70568,-9.39009,Private room,56,3,2,04/03/2017,0.04,5,179
14177767,Red room in the city center,85859975,Carol,Lisboa,Arroios,38.72859,-9.14332,Private room,24,1,296,25/08/2020,5.34,3,270
14177779,Lisboa centro,85092632,Jorge,Lisboa,Arroios,38.72439,-9.13886,Entire home/apt,31,4,65,12/09/2020,1.23,1,356
14179377,Chiado the Best place to be,10332445,Miguel,Lisboa,Santa Maria Maior,38.71384,-9.14112,Entire home/apt,80,1,165,08/03/2020,2.98,4,310
14182290,ZUZA CHARM LISBON SUITE,53607985,ZUZABED (Luis Zuzarte),Lisboa,Misericrdia,38.71238,-9.14353,Entire home/apt,102,2,18,08/07/2019,0.33,24,364
14184327,CASAS DA JOANINHA-1st-TOJEIRA-MAGOITO BEACH-SINTRA,41469978,Pompeu,Sintra,So Joo das Lampas e Terrugem,38.8756,-9.42435,Entire home/apt,50,3,15,31/05/2019,0.27,2,61
14184993,Room near Oeiras / Carcavelos beach,66257637,Zé Pedro,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68824,-9.32185,Private room,22,3,76,21/08/2020,1.38,8,269
14185099,Authentic Lisbon Experience,85956700,Ines,Lisboa,Campo de Ourique,38.71806,-9.16475,Entire home/apt,121,1,2,20/12/2016,0.04,1,358
14185109,Casa 53|Downtown Studio Flat|View!,85959496,Ana,Lisboa,Arroios,38.72031,-9.13419,Entire home/apt,30,3,154,12/10/2020,2.86,1,365
14193877,Modern villa near Ericeira with pool and sea view,86070939,João,Torres Vedras,So Pedro da Cadeira,39.06456,-9.41092,Entire home/apt,120,3,13,02/01/2021,0.24,1,342
14196754,Apartment near the beach in Parede.,86105260,Santos,Cascais,Carcavelos e Parede,38.6888,-9.3454,Entire home/apt,55,3,57,30/09/2018,1.03,1,166
14196759,Ap37 - Charming ensuites flat with a/c in Graça,76392777,Marimi,Lisboa,Arroios,38.72168,-9.13389,Entire home/apt,58,3,24,01/01/2018,0.44,5,0
14197538,"Ap42 -Charming 2 ensuites flat with AC, Graça (2G)",76392777,Marimi,Lisboa,Arroios,38.72078,-9.13223,Entire home/apt,52,3,24,03/01/2018,0.44,5,0
14198046,Ap41-Modern 2 ensuites apartment authentic area,76392777,Marimi,Lisboa,Arroios,38.72071,-9.1325,Entire home/apt,55,4,10,04/01/2018,0.18,5,0
14199045,"QUINTA VALE DA ROCA- Quarto 1 ""JAMPAL""",86130920,Margarida,Sintra,Colares,38.77015,-9.48042,Private room,145,2,3,30/07/2019,0.05,6,364
14199211,Lisbon Central & Cozy Apartment,44846150,Luciana,Lisboa,Arroios,38.7267,-9.14275,Entire home/apt,100,2,27,20/07/2019,0.49,1,303
14199900,OFFER IN SEPTEMBER! PRIVATE BACKSIDE ROOM 2x Metro,7564916,Stefan,Lisboa,Arroios,38.73643,-9.13535,Private room,9,1,3,10/09/2020,0.05,90,0
14202114,"QUINTA VALE DA ROCA - Quarto 2 ""ENCRUZADO""",86130920,Margarida,Sintra,Colares,38.76948,-9.47973,Private room,175,2,4,15/10/2017,0.07,6,364
14202683,"QUINTA VALE DA ROCA - Quarto 3 ""ARINTO""",86130920,Margarida,Sintra,Colares,38.77037,-9.47988,Private room,175,2,1,21/08/2016,0.02,6,364
14202858,"QUINTA VALE DA ROCA - Quarto 4 ""PINOT NOIR""",86130920,Margarida,Sintra,Colares,38.76885,-9.48204,Private room,175,2,0,,,6,364
14203099,"QUINTA VALE DA ROCA - Quarto 5""MALVASIA""",86130920,Margarida,Sintra,Colares,38.77028,-9.48166,Private room,195,2,0,,,6,364
14203299,"QUINTA VALE DA ROCA - Quarto 6 ""RAMISCO""",86130920,Margarida,Sintra,Colares,38.76908,-9.48173,Private room,195,2,1,16/07/2017,0.02,6,364
14208765,Campo Santana (Lisboa),85827250,Filipe,Lisboa,Arroios,38.72451,-9.14151,Entire home/apt,30,6,1,31/08/2016,0.02,2,285
14210162,jesus home,2741487,Paulo,Lisboa,Ajuda,38.70938,-9.19265,Private room,27,2,61,22/08/2020,1.47,1,87
14211282,CITY CENTER - ROOM VIEW ON PARK 2 METRO LINES,7564916,Stefan,Lisboa,Arroios,38.73643,-9.13535,Private room,16,14,7,03/09/2020,0.13,90,76
14213115,Cosiness in Mouraria with castle view -A/C- 3 beds,82364724,Catarina,Lisboa,Santa Maria Maior,38.71623,-9.13306,Entire home/apt,71,2,55,07/10/2019,1.04,3,89
14213224,Lovely house,86304262,Luís,Lisboa,Arroios,38.72754,-9.14326,Entire home/apt,83,3,98,02/03/2020,1.84,1,364
14213717,Baixa Guest House,86310633,Baixa Guest,Lisboa,Santa Maria Maior,38.71661,-9.13513,Private room,80,1,0,,,2,365
14215214,Terrace Apartment near Praça do Comércio,66099091,Miguel,Lisboa,Santa Maria Maior,38.7102,-9.1336,Private room,26,3,90,04/12/2019,1.64,2,195
14215604,Big Cosy House,38338424,Maria,Loures,Sacavm e Prior Velho,38.7926,-9.10196,Entire home/apt,29,1,81,12/02/2021,1.51,1,351
14216473,Private Student Room w. Double Bed -Metro Saldanha,7564916,Stefan,Lisboa,Avenidas Novas,38.7385,-9.14246,Private room,9,1,0,,,90,66
14220506,Ap com jardim charme em C.Ourique,86385297,Yasmin,Lisboa,Campo de Ourique,38.71776,-9.16663,Entire home/apt,91,3,12,02/01/2020,0.22,2,364
14220756,T4 com terraço sobre Lisboa,86395173,Filomena,Lisboa,Penha de Frana,38.72888,-9.13072,Entire home/apt,100,2,1,16/03/2017,0.02,1,71
14220855,Charm Alvalade,32699176,Sónia,Lisboa,Alvalade,38.75429,-9.14921,Entire home/apt,75,5,2,04/08/2019,0.1,1,0
14226475,Bolina 2 Historic Center Cascais,13891550,O Quotidiano Equilibrado Unipessoal,Cascais,Cascais e Estoril,38.69719,-9.42121,Entire home/apt,93,2,15,17/01/2020,0.33,7,299
14226815,Walk to Museums from a Bright Apartment in a Historical Area,5274559,Ana,Lisboa,Santo Antnio,38.71655,-9.15036,Entire home/apt,69,3,96,23/10/2020,1.77,4,269
14237195,Maria Castelo-St. Jorge Castle-Downtown- 1 bedroom,34027693,Magda & Diogo,Lisboa,Santa Maria Maior,38.71373,-9.13185,Entire home/apt,58,3,82,26/10/2020,1.49,4,364
14237550,Double bedroom in central Marques de Pombal,24964815,Elisa,Lisboa,Santo Antnio,38.72658,-9.14717,Private room,27,3,5,24/08/2016,0.09,1,89
14245293,Quarto Torre de Belém,86682194,Isabel,Lisboa,Belm,38.69559,-9.2154,Private room,11,1,4,30/06/2018,0.1,1,88
14246253,"Casal Pedro de Almeida, Estrada Madre de Deus, 44",81125799,Antonio,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80729,-9.39931,Entire home/apt,38,2,106,29/10/2020,1.95,2,331
14246745,Charming Lisbon styled flat in downtown area,21570687,Guy & Vera,Lisboa,Arroios,38.72222,-9.13402,Entire home/apt,100,2,41,15/03/2020,0.75,2,0
14247673,Casa da Mó *35*,29705323,Amelie & Marinho,Lisboa,Santa Maria Maior,38.70984,-9.13322,Entire home/apt,35,3,151,15/10/2020,2.76,9,46
14251235,Bright n comfy room in Lisbon.,19944140,Nika,Lisboa,Arroios,38.72593,-9.13324,Private room,30,2,31,02/01/2020,0.57,1,364
14251463,Center Lisbon,73100987,Lisbon Home Stay,Lisboa,Santo Antnio,38.72698,-9.14409,Private room,25,2,14,28/01/2020,0.3,8,89
14261595,Casa do Chafariz,19056499,Jose Miguel,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79724,-9.39068,Entire home/apt,120,2,1,11/08/2016,0.02,5,228
14262403,Casa Intendente - free wifi!,86876094,Delfim Manuel,Lisboa,Arroios,38.72255,-9.13595,Entire home/apt,75,28,24,12/05/2019,0.44,1,365
14262527,Enjoy Lisbon by Martim Moniz T2,86889283,Joylisbon,Lisboa,Santa Maria Maior,38.71591,-9.13703,Entire home/apt,69,2,240,15/03/2020,4.36,2,363
14263080,Calm and Cosy Apartment in the Center of Lisbon,72529593,Ana Luísa,Lisboa,Avenidas Novas,38.72596,-9.15413,Entire home/apt,70,2,159,04/10/2020,2.89,1,311
14263125,Enjoy Lisbon by Martim Moniz T1,86889283,Joylisbon,Lisboa,Santa Maria Maior,38.716,-9.13698,Entire home/apt,59,2,218,10/12/2020,3.94,2,354
14264252,Penthouse Magnificent River View in Alfama,49802048,Shishir,Lisboa,Santa Maria Maior,38.71276,-9.12988,Entire home/apt,49,28,31,27/08/2019,0.56,1,228
14264290,Apartment for 4 persons-My home can be your Castle,15376674,Mariana,Mafra,Ericeira,38.96409,-9.41301,Entire home/apt,75,2,31,16/09/2019,0.56,1,36
14266163,Dreaming Lisbon - Trigueiros City View,86940443,Andre,Lisboa,Santa Maria Maior,38.71352,-9.13675,Entire home/apt,50,3,44,03/01/2021,0.8,2,364
14271282,"Uni Residence, Lisbon",6385306,Paul,Lisboa,So Domingos de Benfica,38.7381,-9.161,Private room,27,30,0,,,6,364
14271555,PEACH,749085,Paulino,Sintra,So Joo das Lampas e Terrugem,38.92973,-9.41674,Entire home/apt,51,2,47,28/09/2019,0.85,3,45
14277124,Arquitectura tradicional y diseño contemporáneo en amplio apartamento en Lisboa,48672786,Intendente 1865 - Apartments -,Lisboa,Arroios,38.72123,-9.13411,Entire home/apt,464,3,35,23/02/2020,0.63,8,360
14277275,NEW! Trendy Flat with Terrace- Stunning River View,29064494,Lisbon Residence,Lisboa,Santa Maria Maior,38.70889,-9.13238,Entire home/apt,100,2,164,18/10/2020,2.98,6,335
14281137,2BR Downtown Historic Flats II | Gonzalo's Guest,49096239,Gonzalo'S Guest,Lisboa,Santa Maria Maior,38.70983,-9.13294,Entire home/apt,105,2,45,20/02/2020,0.82,9,179
14288560,NICE BRIGHT ROOM - Lisbon Center - 2 METRO LINES,7564916,Stefan,Lisboa,Arroios,38.73643,-9.13535,Private room,14,1,9,07/09/2017,0.16,90,0
14289077,"Alfama, 2 pièces de charme, balcon et vue N°73931",9444040,Philippe,Lisboa,Santa Maria Maior,38.71206,-9.12726,Entire home/apt,45,3,60,10/08/2020,1.11,1,363
14291152,"LISBOA, MARTIM MONIZ 25-D, Downtown",24627664,José António,Lisboa,Santa Maria Maior,38.71511,-9.13541,Entire home/apt,40,2,70,15/03/2020,1.27,6,180
14291934,Huge 7 Bedroom Apartment. Jardim do Príncipe Real!,1593947,Nuno,Lisboa,Santo Antnio,38.71611,-9.14728,Entire home/apt,275,3,49,03/02/2020,0.92,12,259
14292174,Quarto do Fado em Lisboa,58856345,Gabriel & Pereira Lda,Lisboa,Arroios,38.73372,-9.13545,Private room,18,3,59,06/03/2020,1.08,11,190
14294453,Apartamento centro  Bairro Alto 4D,46064752,Luis,Lisboa,Misericrdia,38.71331,-9.14436,Entire home/apt,154,2,25,02/08/2020,0.6,18,45
14295354,Ericeira Beach Apartment,27739543,Hugo,Mafra,Ericeira,38.98094,-9.41473,Entire home/apt,50,7,23,18/09/2020,0.42,1,310
14295595,The Lisboans Apartments - comfort two bedroom,87295495,Isaac,Lisboa,Santa Maria Maior,38.71098,-9.13422,Entire home/apt,134,15,29,11/10/2017,0.53,15,180
14298388,"Apartment for two, with a great view",5759437,Patrícia,Cascais,Cascais e Estoril,38.69652,-9.4313,Entire home/apt,55,3,47,07/09/2020,0.86,1,351
14298670,Cosy Design Downtown Apartment Lisboa,87335838,Ropogest,Lisboa,Misericrdia,38.70903,-9.14966,Entire home/apt,69,2,80,18/07/2020,1.46,4,0
14299194,"Holidays 2-bedr cozy in Algés, near Belem",87339954,Campos,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.70243,-9.23459,Entire home/apt,50,6,7,12/10/2019,0.21,1,360
14300462,"Loft Apartment ""Studio of Lisbon""",22690099,Jorge,Lisboa,Estrela,38.7042,-9.16914,Entire home/apt,87,3,146,09/03/2020,2.66,4,102
14301824,Sweet Cottage at São Bento,74157721,Marta,Lisboa,Santo Antnio,38.71804,-9.15538,Entire home/apt,45,3,108,27/02/2020,1.97,1,332
14305977,Antonio,27896996,Maria,Lisboa,So Vicente,38.7195,-9.12454,Entire home/apt,40,3,83,18/03/2020,1.51,5,259
14312080,The Lisboans Apartments - Deluxe one bedroom,87295495,Isaac,Lisboa,Santa Maria Maior,38.71122,-9.13585,Entire home/apt,100,1,24,16/05/2017,0.44,15,270
14319806,LARGE CHARM APART BIG GROUPS(12ROOMS&12BATH&24PAX),48672786,Intendente 1865 - Apartments -,Lisboa,Arroios,38.72135,-9.1342,Entire home/apt,929,2,26,14/11/2019,0.47,8,360
14322987,"Romantic 2 rooms near Alfama, view on theTagus!",87627505,Dominique,Lisboa,So Vicente,38.71976,-9.12261,Entire home/apt,54,2,148,05/01/2020,2.69,1,320
14328958,TOP DEAL! LARGE PRIVATE ROOM IN LISON CENTER METRO,7564916,Stefan,Lisboa,Arroios,38.73643,-9.13535,Private room,17,1,13,30/09/2020,0.29,90,45
14329072,GreatStay Fanqueiros Guest House 1 Room 106,862470,Great Stay,Lisboa,Santa Maria Maior,38.71277,-9.13657,Private room,30,1,5,19/01/2019,0.09,12,306
14329263,Center of Lisbon - Room next to IST Tecnico Metro,7564916,Stefan,Lisboa,Arroios,38.73643,-9.13535,Private room,10,1,3,12/09/2020,0.05,90,0
14329516,GreatStay Fanqueiros Guest House 1 Room 105,862470,Great Stay,Lisboa,Santa Maria Maior,38.71275,-9.13659,Private room,30,1,12,08/11/2020,0.22,12,349
14330197,Ótimo T1 ótima localização,87705325,Pedro,Lisboa,Estrela,38.70703,-9.16083,Entire home/apt,89,3,3,06/09/2016,0.05,1,364
14330606,Baixa World Flat,3953109,Feels Like Home,Lisboa,Santa Maria Maior,38.71025,-9.13862,Entire home/apt,101,2,72,02/11/2020,1.32,276,362
14330717,"Villa Roma, a romantic scenery in Sintra",62532599,Carlos,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79548,-9.39666,Entire home/apt,80,4,37,27/12/2020,0.68,1,365
14332842,The Lisboans Apartments - Comfort one bedroom,87295495,Isaac,Lisboa,Santa Maria Maior,38.71107,-9.13515,Entire home/apt,117,15,41,07/03/2018,0.74,15,270
14333352,Apartment in the Center of Lisbon,18650677,Jérôme,Lisboa,Santo Antnio,38.72055,-9.14269,Private room,55,2,1,29/05/2019,0.05,1,364
14336063,Manelisa Cascais-traditional family house,80057912,Luísa,Cascais,Cascais e Estoril,38.70856,-9.44354,Entire home/apt,200,6,1,02/03/2020,0.09,8,364
14353455,Bright & Cozy Apartment.,36528156,Pedro,Lisboa,Estrela,38.70609,-9.16849,Entire home/apt,92,3,27,19/01/2020,0.49,8,365
14355315,Colina do Atlântico sobre Ribeira D'Ilhas,87993482,Fernando,Mafra,Ericeira,38.98563,-9.41727,Entire home/apt,70,3,3,03/01/2021,0.45,1,88
14357138,Cozy Design Downtown Apartment Lisboa I,87335838,Ropogest,Lisboa,Misericrdia,38.7082,-9.15026,Entire home/apt,69,2,78,10/11/2019,1.42,4,0
14361286,Blue Dream Ericeira,39344854,Denise & Freddy,Mafra,Santo Isidoro,38.9928,-9.39751,Entire home/apt,71,2,9,21/10/2020,0.16,1,364
14363133,Comfortable Home Near Downtown,82606998,José Rafael,Lisboa,Arroios,38.72691,-9.14189,Entire home/apt,40,3,6,25/01/2021,1.75,2,219
14368074,The best sea view Ericeira,31233688,Magalie,Mafra,Ericeira,38.9763,-9.41992,Entire home/apt,140,5,0,,,1,363
14368520,Cozy Room in Casa Azul,2613954,Susana,Sintra,Colares,38.8119,-9.44003,Private room,30,1,151,06/10/2020,2.76,3,152
14374198,"Casa de Santo António - Esc. do Di, near the beach",66257637,Zé Pedro,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68977,-9.3238,Private room,21,3,104,28/12/2020,1.9,8,269
14374560,Room (SJ) near the beach - Casa Sto António,66257637,Zé Pedro,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68808,-9.32241,Private room,23,3,72,16/08/2020,1.32,8,269
14380126,"Cozy Duplex, Typical Graça (Private Entrance)",57400028,Paulo,Lisboa,So Vicente,38.72177,-9.12599,Entire home/apt,60,2,216,17/03/2020,3.93,2,357
14381921,Orpheu Apartment - Downtown Lisbon,72647507,Isabel,Lisboa,Misericrdia,38.70862,-9.14961,Entire home/apt,120,31,19,19/03/2019,0.36,1,364
14384250,Room in Lisbon Center Metro w. 2 lines 1 min away,7564916,Stefan,Lisboa,Arroios,38.73643,-9.13535,Private room,14,1,4,29/09/2020,0.07,90,45
14384837,Orange Room - in City Center - Comfortable bed,88333502,Raphael,Lisboa,Arroios,38.72861,-9.14349,Private room,25,1,210,02/09/2020,3.82,3,270
14388042,Apartment Avencas Beach,88359456,Teresa,Cascais,Carcavelos e Parede,38.69025,-9.3592,Entire home/apt,55,6,49,21/09/2020,0.89,1,0
14388260,Exciting Lisbon Sete Rios,15282851,Ana,Lisboa,So Domingos de Benfica,38.74297,-9.17705,Entire home/apt,72,2,226,08/01/2021,4.11,3,291
14388717,Home sweet home,30731789,Vânia,Lisboa,Penha de Frana,38.72877,-9.12998,Entire home/apt,85,3,45,18/09/2019,0.82,1,355
14392101,Charming room in nice area,25448218,Paul,Lisboa,Penha de Frana,38.72922,-9.12947,Private room,40,3,2,19/05/2018,0.06,1,364
14394075,The Lisboans Apartments - Comfort one bedroom,87295495,Isaac,Lisboa,Santa Maria Maior,38.71126,-9.13524,Entire home/apt,95,15,44,05/01/2021,0.8,15,180
14394241,"Lisbon Flat - Marina, Parque das Nações",37355301,Marta,Lisboa,Parque das Naes,38.75436,-9.09513,Entire home/apt,62,4,37,03/12/2020,0.68,1,351
14395768,Apt with terrace Overloking Rossio,18063509,Isabel,Lisboa,Santa Maria Maior,38.7142,-9.13775,Entire home/apt,36,1,285,20/12/2020,5.19,17,180
14395908,Stylish room for singles and couples in carcavelos,88473136,Valdiete Laudemira,Cascais,So Domingos de Rana,38.71058,-9.3378,Private room,27,2,30,22/02/2020,0.64,1,365
14397454,Enjoy your trip near beach,79641261,Isabel,Cascais,Carcavelos e Parede,38.69659,-9.34087,Private room,30,5,1,07/09/2017,0.02,2,362
14397614,YOUR HOME Sao Bento Apartment 141,47854257,Renan Gabriel,Lisboa,Estrela,38.7139,-9.15428,Entire home/apt,72,2,2,09/09/2019,0.04,7,0
14397704,King Size Double Room at Av. Liberdade - 203,49929307,Quartos,Lisboa,Santo Antnio,38.72134,-9.14532,Private room,49,1,9,11/08/2017,0.16,7,198
14397835,Double Bed Room with Private Bath - 207,49929307,Quartos,Lisboa,Santo Antnio,38.72329,-9.14612,Private room,65,1,1,11/11/2019,0.06,7,198
14404574,"Comfortable, clean and safe at the heart of Lisbon",5130927,Susana,Lisboa,Santo Antnio,38.71954,-9.14267,Entire home/apt,63,1,27,07/09/2020,0.49,1,303
14406350,"Futebol Em Lisboa, Martim Moniz,  City Center",71192514,Ana,Lisboa,Arroios,38.71711,-9.13671,Entire home/apt,55,3,22,15/05/2019,0.41,2,200
14411574,"""Beachtour Ericeira""",85429631,Jorge,Mafra,Ericeira,38.98197,-9.41383,Entire home/apt,80,2,12,04/09/2017,0.22,1,229
14423882,Ocean view beach apartment,82353547,Alexandre,Lourinh,Lourinh e Atalaia,39.25983,-9.32332,Entire home/apt,75,3,32,05/09/2020,0.59,1,364
14425506,King Size Double Room at Av. Liberdade - 204,49929307,Quartos,Lisboa,Santo Antnio,38.72335,-9.14509,Private room,49,1,2,16/09/2019,0.12,7,198
14426375,LX ORIENTE LOFT - ALL LOFT (TOTALLY NEW),14695024,Joseph Gabriel,Lisboa,Parque das Naes,38.76969,-9.10361,Entire home/apt,61,1,21,18/08/2019,0.45,3,0
14426380,"NEW, BRIGHT and COZY Apartment in Graça",88768468,+351Lisbon,Lisboa,So Vicente,38.71735,-9.1289,Entire home/apt,52,1,221,18/08/2020,4.03,1,179
14437047,ANJOS Lisbon City Comfy 3 Bed - 5 min to Metro!,186259819,Isabelle,Lisboa,Arroios,38.72766,-9.13231,Entire home/apt,30,3,57,02/01/2020,1.04,5,260
14438571,Apartment with river views in the heart of Alfama,15919286,Ines,Lisboa,Santa Maria Maior,38.71234,-9.12691,Entire home/apt,60,4,16,07/06/2019,0.29,2,0
14440282,Campo Santana,85870302,Maria,Lisboa,Arroios,38.72424,-9.1408,Entire home/apt,29,4,104,10/08/2020,1.95,1,172
14440653,SUITES Areeiro,1035795,Isabel,Lisboa,Areeiro,38.74114,-9.13216,Private room,25,2,17,01/09/2018,0.36,1,362
14441468,Restelo - Vista para Belém e rio Tejo (4 pessoas),88911408,Vera,Lisboa,Belm,38.70343,-9.20594,Entire home/apt,65,3,57,04/10/2019,1.04,1,0
14441871,Lisbon Escape,86040231,Dinah,Lisboa,Santo Antnio,38.72322,-9.1436,Private room,35,15,47,30/09/2019,1.34,4,167
14444617,Modern penthouse river view,3392988,Gilda Barreto,Lisboa,So Vicente,38.71627,-9.12105,Entire home/apt,99,2,64,01/03/2020,1.28,2,321
14446139,Lisbon Getaway,86040231,Dinah,Lisboa,Santo Antnio,38.72434,-9.1433,Private room,27,2,121,03/01/2020,2.26,4,167
14449530,Casas Do Duque @ Picoas,61531176,Patrícia,Lisboa,Arroios,38.72839,-9.14446,Entire home/apt,65,1,194,06/03/2020,3.54,2,148
14450717,Romantic Apartment with Terrace Av Liberdade,58755802,Victoria,Lisboa,Santo Antnio,38.71956,-9.1419,Entire home/apt,84,2,140,25/09/2020,2.55,3,0
14450827,Apartamento T3 em Santa Cruz,89003505,Carlos,Torres Vedras,Silveira,39.13202,-9.37911,Entire home/apt,55,4,2,10/09/2019,0.07,1,364
14458114,Lisbonera Guesthouse - Marquês de Pombal Room,41713916,Joana & Ricardo,Lisboa,Avenidas Novas,38.73074,-9.15196,Private room,60,1,46,14/09/2020,0.93,7,229
14458558,Pensão Rosinha Color 8,872205,Camila&Paulo,Lisboa,Misericrdia,38.71234,-9.15141,Private room,18,2,86,25/08/2020,1.57,26,274
14460205,"Historical Gem in Downtown, Baixa",17163789,Gem,Lisboa,Santa Maria Maior,38.71124,-9.13837,Entire home/apt,120,1,87,02/01/2021,1.59,17,330
14461391,Master Deco Gem in Bairro Alto,17163789,Gem,Lisboa,Misericrdia,38.71262,-9.14418,Entire home/apt,150,1,108,09/03/2020,1.99,17,270
14470721,"T0 + 1,5 in the center of Ericeira",89193948,Diogo,Mafra,Ericeira,38.96416,-9.41777,Entire home/apt,40,3,42,12/10/2019,0.77,2,1
14471813,Little Lisbon - Inside the walls of the Castle,9518793,Diogo,Lisboa,Santa Maria Maior,38.71309,-9.13292,Entire home/apt,29,3,139,19/03/2020,2.54,1,316
14477126,Cosy studio in Santa Apolonia,37921380,Frederico,Lisboa,So Vicente,38.72078,-9.11895,Entire home/apt,29,3,128,26/08/2020,2.53,1,363
14482078,"Apartment, 50m from beach with terrace",1123814,Marta,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69396,-9.29263,Entire home/apt,53,4,24,18/08/2020,0.44,2,43
14482133,In the heart of Lisbon | Sé (Cathedral),7802765,Vanda,Lisboa,Santa Maria Maior,38.70941,-9.13305,Private room,44,2,103,21/10/2019,2.13,1,363
14484056,Lisbon is waiting for you,89344592,Joana,Lisboa,Santa Maria Maior,38.71528,-9.13712,Entire home/apt,90,2,14,28/08/2019,0.26,1,0
14486249,Very nice & modern EZflats Two,89371649,"Ezc,",Cascais,Cascais e Estoril,38.69897,-9.41955,Entire home/apt,110,2,63,02/01/2021,1.31,2,362
14486929,"Lisboa, Parque das Nações",89380339,Alexandre,Lisboa,Parque das Naes,38.75624,-9.10059,Entire home/apt,80,5,4,20/10/2018,0.08,1,364
